Outputting to ../data/logout.400pktps.10ms.254rwnd
1430585.096340 5339016.264093 -4165161.775235
1430585.096340 5339016.264093 -4165161.775235
1430585.096340 5339016.264093 -4165161.775235
1430585.096340 5339016.264093 -4165161.775235
1430585.096340 5339016.264093 -4165161.775235
1430585.096340 5339016.264093 -4165161.775235
1430585.096340 5339016.264093 -4165161.775235
1430585.096340 5339016.264093 -4165161.775235
1430585.096340 5339016.264093 -4165161.775235
1430585.096340 5339016.264093 -4165161.775235
1430585.096340 5339016.264093 -4165161.775235
1430585.096340 5339016.264093 -4165161.775235
1430585.096340 5339016.264093 -4165161.775235
1430585.096340 5339016.264093 -4165161.775235
1430585.096340 5339016.264093 -4165161.775235


0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
0.000000 5527356.365037 -4165161.775235
